"","iso3","country","cow_code","NAMES_STD","exist_unemp","unemp_firstlaw","year"
"5236","TUR","Turkey",640,"Turkey","unemployment benefit programme",1999,1911
"5237","TZA","Tanzania",510,"Tanzania","severance payment but no unemployment benefit programme",NA,1911
"5238","UGA","Uganda",500,"Uganda","severance payment but no unemployment benefit programme",NA,1911
"5239","UKR","Ukraine",369,"Ukraine","unemployment benefit programme",2000,1911
"5240","URY","Uruguay",165,"Uruguay","unemployment benefit programme",1981,1911
"5241","USA","United States of America",2,"United States","unemployment benefit programme",1935,1911
"5242","UZB","Uzbekistan",704,"Uzbekistan","unemployment benefit programme",1992,1911
"5243","VEN","Venezuela",101,"Venezuela","unemployment benefit programme",1985,1911
"5244","VNM","Vietnam",816,"Vietnam","unemployment benefit programme",2006,1911
"5245","YEM","Yemen",679,"Yemen","severance payment but no unemployment benefit programme",NA,1911
"5246","ZAF","South Africa",560,"South Africa","unemployment benefit programme",1937,1911
"5247","ZMB","Zambia",551,"Zambia","severance payment but no unemployment benefit programme",NA,1911
"5248","ZWE","Zimbabwe",552,"Zimbabwe","no umemployment insurance anchored in legislation",NA,1911
"5249","AFG","Afghanistan",700,"Afghanistan","no umemployment insurance anchored in legislation",NA,1912
"5250","AGO","Angola",540,"Angola","severance payment but no unemployment benefit programme",NA,1912
"5251","ALB","Albania",339,"Albania","no umemployment insurance anchored in legislation",NA,1912
"5252","ARE",NA,NA,NA,NA,NA,1912
"5253","ARG","Argentina",160,"Argentina","unemployment benefit programme",1991,1912
"5254","ARM","Armenia",371,"Armenia","severance payment but no unemployment benefit programme",NA,1912
"5255","AUS","Australia",900,"Australia","unemployment benefit programme",1944,1912
"5256","AUT","Austria",305,"Austria","unemployment benefit programme",1920,1912
"5257","AZE","Azerbaijan",373,"Azerbaijan","unemployment benefit programme",2001,1912
"5258","BDI","Burundi",516,"Burundi","no umemployment insurance anchored in legislation",NA,1912
"5259","BEL","Belgium",211,"Belgium","unemployment benefit programme",1920,1912
"5260","BEN","Benin",434,"Benin","no umemployment insurance anchored in legislation",NA,1912
"5261","BFA","Burkina Faso",439,"Burkina Faso","no umemployment insurance anchored in legislation",NA,1912
"5262","BGD","Bangladesh",771,"Bangladesh","severance payment but no unemployment benefit programme",NA,1912
"5263","BGR","Bulgaria",355,"Bulgaria","unemployment benefit programme",1925,1912
"5264","BHR","Bahrain",692,"Bahrain","unemployment benefit programme",2006,1912
"5265","BIH",NA,NA,NA,NA,NA,1912
"5266","BLR","Belarus",370,"Belarus","unemployment benefit programme",2006,1912
"5267","BOL","Bolivia",145,"Bolivia","severance payment but no unemployment benefit programme",NA,1912
"5268","BRA","Brazil",140,"Brazil","unemployment benefit programme",1986,1912
"5269","BTN","Bhutan",760,"Bhutan","no umemployment insurance anchored in legislation",NA,1912
"5270","BWA","Botswana",571,"Botswana","severance payment but no unemployment benefit programme",NA,1912
"5271","CAF","Central African Republic",482,"Central African Republic","no umemployment insurance anchored in legislation",NA,1912
"5272","CAN","Canada",20,"Canada","unemployment benefit programme",1940,1912
"5273","CHE","Switzerland",225,"Switzerland","unemployment benefit programme",1924,1912
"5274","CHL","Chile",155,"Chile","unemployment benefit programme",2001,1912
"5275","CHN","China",710,"China","unemployment benefit programme",1986,1912
"5276","CIV","Ivory Coast",437,"Cote d'Ivoire","severance payment but no unemployment benefit programme",NA,1912
"5277","CMR","Cameroon",471,"Cameroon","severance payment but no unemployment benefit programme",NA,1912
"5278","COD","Democratic Republic of the Congo",490,"Democratic Republic of the Congo","no umemployment insurance anchored in legislation",NA,1912
"5279","COG","Congo",484,"Congo","no umemployment insurance anchored in legislation",NA,1912
"5280","COL","Colombia",100,"Colombia","unemployment benefit programme",2002,1912
"5281","COM",NA,NA,NA,NA,NA,1912
"5282","CPV","Cape Verde",402,"Cape Verde","unemployment benefit programme",2016,1912
"5283","CRI","Costa Rica",94,"Costa Rica","severance payment but no unemployment benefit programme",NA,1912
"5284","CUB","Cuba",40,"Cuba","no umemployment insurance anchored in legislation",NA,1912
"5285","CYP","Cyprus",352,"Cyprus","unemployment benefit programme",1956,1912
"5286","CZE","Czech Republic",316,"Czech Republic","unemployment benefit programme",1918,1912
"5287","DEU","Germany",255,"Germany","unemployment benefit programme",1927,1912
"5288","DJI","Djibouti",522,"Djibouti","no umemployment insurance anchored in legislation",NA,1912
"5289","DNK","Denmark",390,"Denmark","unemployment benefit programme",1907,1912
"5290","DOM","Dominican Republic",42,"Dominican Republic","no umemployment insurance anchored in legislation",NA,1912
"5291","DZA","Algeria",615,"Algeria","unemployment benefit programme",1994,1912
"5292","ECU","Ecuador",130,"Ecuador","unemployment benefit programme",2001,1912
"5293","EGY","Egypt",651,"Egypt","unemployment benefit programme",1964,1912
"5294","ESP","Spain",230,"Spain","unemployment benefit programme",1919,1912
"5295","EST","Estonia",366,"Estonia","unemployment benefit programme",1991,1912
"5296","ETH","Ethiopia",530,"Ethiopia","severance payment but no unemployment benefit programme",NA,1912
"5297","FIN","Finland",375,"Finland","unemployment benefit programme",1917,1912
"5298","FJI","Fiji",950,"Fiji","no umemployment insurance anchored in legislation",NA,1912
"5299","FRA","France",220,"France","unemployment benefit programme",1905,1912
"5300","GAB","Gabon",481,"Gabon","severance payment but no unemployment benefit programme",NA,1912
"5301","GBR","United Kingdom",200,"United Kingdom","unemployment benefit programme",1911,1912
"5302","GEO","Georgia",372,"Georgia","severance payment but no unemployment benefit programme",NA,1912
"5303","GHA","Ghana",452,"Ghana","no umemployment insurance anchored in legislation",NA,1912
"5304","GIN","Guinea",438,"Guinea","no umemployment insurance anchored in legislation",NA,1912
"5305","GMB","Gambia",420,"Gambia","severance payment but no unemployment benefit programme",NA,1912
"5306","GNB",NA,NA,NA,NA,NA,1912
"5307","GNQ","Equatorial Guinea",411,"Equatorial Guinea","severance payment but no unemployment benefit programme",NA,1912
"5308","GRC","Greece",350,"Greece","unemployment benefit programme",1945,1912
"5309","GTM","Guatemala",90,"Guatemala","severance payment but no unemployment benefit programme",NA,1912
"5310","GUY","Guyana",110,"Guyana","severance payment but no unemployment benefit programme",NA,1912
"5311","HND","Honduras",91,"Honduras","unemployment benefit programme",2015,1912
"5312","HRV","Croatia",344,"Croatia","unemployment benefit programme",1935,1912
"5313","HTI","Haiti",41,"Haiti","no umemployment insurance anchored in legislation",NA,1912
"5314","HUN","Hungary",310,"Hungary","unemployment benefit programme",1957,1912
"5315","IDN","Indonesia",850,"Indonesia","severance payment but no unemployment benefit programme",NA,1912
"5316","IND","India",750,"India","unemployment benefit programme",2005,1912
"5317","IRL","Ireland",205,"Ireland","unemployment benefit programme",1922,1912
"5318","IRN","Iran",630,"Iran","unemployment benefit programme",1987,1912
"5319","IRQ","Iraq",645,"Iraq","severance payment but no unemployment benefit programme",NA,1912
"5320","ISR","Israel",666,"Israel","unemployment benefit programme",1972,1912
"5321","ITA","Italy",325,"Italy","unemployment benefit programme",1919,1912
"5322","JAM","Jamaica",51,"Jamaica","no umemployment insurance anchored in legislation",NA,1912
"5323","JOR","Jordan",663,"Jordan","unemployment benefit programme",2010,1912
"5324","JPN","Japan",740,"Japan","unemployment benefit programme",1947,1912
"5325","KAZ","Kazakhstan",705,"Kazakhstan","unemployment benefit programme",2003,1912
"5326","KEN","Kenya",501,"Kenya","no umemployment insurance anchored in legislation",NA,1912
"5327","KGZ","Kyrgyzstan",703,"Kyrgyz Republic","unemployment benefit programme",1998,1912
"5328","KHM","Cambodia",811,"Cambodia","severance payment but no unemployment benefit programme",NA,1912
"5329","KOR","South Korea",732,"South Korea","unemployment benefit programme",1993,1912
"5330","KWT","Kuwait",690,"Kuwait","unemployment benefit programme",2013,1912
"5331","LAO","Laos",812,"Laos","unemployment benefit programme",2013,1912
"5332","LBN","Lebanon",660,"Lebanon","no umemployment insurance anchored in legislation",NA,1912
"5333","LBR","Liberia",450,"Liberia","no umemployment insurance anchored in legislation",NA,1912
"5334","LBY","Libya",620,"Libya","severance payment but no unemployment benefit programme",NA,1912
"5335","LKA","Sri Lanka",780,"Sri Lanka","severance payment but no unemployment benefit programme",NA,1912
"5336","LSO","Lesotho",570,"Lesotho","severance payment but no unemployment benefit programme",NA,1912
"5337","LTU","Lithuania",368,"Lithuania","unemployment benefit programme",1990,1912
"5338","LUX","Luxembourg",212,"Luxembourg","unemployment benefit programme",1920,1912
"5339","LVA","Latvia",367,"Latvia","unemployment benefit programme",1991,1912
"5340","MAR","Morocco",600,"Morocco","unemployment benefit programme",2014,1912
"5341","MDA","Moldova",359,"Moldova","unemployment benefit programme",1992,1912
"5342","MDG","Madagascar",580,"Madagascar","no umemployment insurance anchored in legislation",NA,1912
"5343","MEX","Mexico",70,"Mexico","severance payment but no unemployment benefit programme",NA,1912
"5344","MKD",NA,NA,NA,NA,NA,1912
"5345","MLI","Mali",432,"Mali","severance payment but no unemployment benefit programme",NA,1912
"5346","MMR","Myanmar",775,"Myanmar","unemployment benefit programme",2012,1912
"5347","MNE",NA,NA,NA,NA,NA,1912
"5348","MNG","Mongolia",712,"Mongolia","unemployment benefit programme",1994,1912
"5349","MOZ","Mozambique",541,"Mozambique","no umemployment insurance anchored in legislation",NA,1912
"5350","MRT","Mauritania",435,"Mauritania","no umemployment insurance anchored in legislation",NA,1912
"5351","MUS","Mauritius",590,"Mauritius","unemployment benefit programme",1983,1912
"5352","MWI","Malawi",553,"Malawi","severance payment but no unemployment benefit programme",NA,1912
"5353","MYS","Malaysia",820,"Malaysia","severance payment but no unemployment benefit programme",NA,1912
"5354","NAM","Namibia",565,"Namibia","severance payment but no unemployment benefit programme",NA,1912
"5355","NER","Niger",436,"Niger","no umemployment insurance anchored in legislation",NA,1912
"5356","NGA","Nigeria",475,"Nigeria","unemployment benefit programme",1961,1912
"5357","NIC","Nicaragua",93,"Nicaragua","no umemployment insurance anchored in legislation",NA,1912
"5358","NLD","Netherlands",210,"Netherlands","unemployment benefit programme",1916,1912
"5359","NOR","Norway",385,"Norway","unemployment benefit programme",1906,1912
"5360","NPL","Nepal",790,"Nepal","severance payment but no unemployment benefit programme",NA,1912
"5361","NZL","New Zealand",920,"New Zealand","unemployment benefit programme",1938,1912
"5362","OMN","Oman",698,"Oman","no umemployment insurance anchored in legislation",NA,1912
"5363","PAK","Pakistan",770,"Pakistan","severance payment but no unemployment benefit programme",NA,1912
"5364","PAN","Panama",95,"Panama","severance payment but no unemployment benefit programme",NA,1912
"5365","PER","Peru",135,"Peru","severance payment but no unemployment benefit programme",NA,1912
"5366","PHL","Philippines",840,"Philippines","severance payment but no unemployment benefit programme",NA,1912
"5367","PNG","Papua New Guinea",910,"Papua New Guinea","no umemployment insurance anchored in legislation",NA,1912
"5368","POL","Poland",290,"Poland","unemployment benefit programme",1924,1912
"5369","PRK",NA,NA,NA,NA,NA,1912
"5370","PRT","Portugal",235,"Portugal","unemployment benefit programme",1975,1912
"5371","PRY","Paraguay",150,"Paraguay","no umemployment insurance anchored in legislation",NA,1912
"5372","QAT","Qatar",694,"Qatar",NA,NA,1912
"5373","ROU","Romania",360,"Romania","unemployment benefit programme",1991,1912
"5374","RUS","Russia",365,"Russia","unemployment benefit programme",1917,1912
"5375","RWA","Rwanda",517,"Rwanda","severance payment but no unemployment benefit programme",NA,1912
"5376","SAU","Saudi Arabia",670,"Saudi Arabia","unemployment benefit programme",2014,1912
"5377","SDN","Sudan",625,"Sudan","severance payment but no unemployment benefit programme",NA,1912
"5378","SEN","Senegal",433,"Senegal","no umemployment insurance anchored in legislation",NA,1912
"5379","SGP","Singapore",830,"Singapore","no umemployment insurance anchored in legislation",NA,1912
"5380","SLB","Solomon Islands",940,"Solomon Islands","no umemployment insurance anchored in legislation",NA,1912
"5381","SLE","Sierra Leone",451,"Sierra Leone","no umemployment insurance anchored in legislation",NA,1912
"5382","SLV","El Salvador",92,"El Salvador","severance payment but no unemployment benefit programme",NA,1912
"5383","SOM","Somalia",520,"Somalia","no umemployment insurance anchored in legislation",NA,1912
"5384","SRB","Serbia",345,"Yugoslavia","unemployment benefit programme",1935,1912
"5385","SSD",NA,NA,NA,NA,NA,1912
"5386","SUR","Suriname",115,"Suriname","no umemployment insurance anchored in legislation",NA,1912
"5387","SVK","Slovakia",317,"Slovak Republic","unemployment benefit programme",1921,1912
"5388","SVN","Slovenia",349,"Slovenia","unemployment benefit programme",1935,1912
"5389","SWE","Sweden",380,"Sweden","unemployment benefit programme",1934,1912
"5390","SWZ","Swaziland",572,"Swaziland","no umemployment insurance anchored in legislation",NA,1912
"5391","SYR","Syria",652,"Syria","severance payment but no unemployment benefit programme",NA,1912
"5392","TCD","Chad",483,"Chad","severance payment but no unemployment benefit programme",NA,1912
"5393","TGO","Togo",461,"Togo","no umemployment insurance anchored in legislation",NA,1912
"5394","THA","Thailand",800,"Thailand","unemployment benefit programme",1990,1912
"5395","TJK","Tajikistan",702,"Tajikistan","unemployment benefit programme",2003,1912
"5396","TKM","Turkmenistan",701,"Turkmenistan","unemployment benefit programme",1991,1912
"5397","TLS",NA,NA,NA,NA,NA,1912
